host,replicate_id,tissue,treatment_raw,isolate,concentration,score,is_mixture_treatment,source_file,n_components,is_mixture_clean,mixture_unknown,isolate_1,isolate_2,isolate_3,ratio_1,ratio_2,ratio_3,mixture_label,isolate_clean,treatment_id
IS18760,Plant #6,leaf,AMP27 10 5,AMP27,100000,1.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e5
IS18760,Plant #6,leaf,AMP27 10 5/2,AMP27,50000,1.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e5
IS18760,Plant #6,leaf,AMP27 10 4,AMP27,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_1e4
IS18760,Plant #6,leaf,AMP27 10 4/2,AMP27,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP27,,,1,,,,AMP27,AMP27_0.5e4
IS18760,Plant #1,leaf,Mixture 10 6,Mixture,1000000,1.67,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e6
IS18760,Plant #1,leaf,Mixture 10 5,Mixture,100000,1.33,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e5
IS18760,Plant #1,leaf,Mixture 10 4,Mixture,10000,1,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e4
IS18760,Plant #2,leaf,Mixture 10 6,Mixture,1000000,2.67,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e6
IS18760,Plant #2,leaf,Mixture 10 5,Mixture,100000,1,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e5
IS18760,Plant #2,leaf,Mixture 10 4,Mixture,10000,1,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e4
IS18760,Plant #3,leaf,Mixture 10 6,Mixture,1000000,1.33,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e6
IS18760,Plant #3,leaf,Mixture 10 5,Mixture,100000,1.33,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e5
IS18760,Plant #3,leaf,Mixture 10 4,Mixture,10000,1,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e4
IS18760,Plant #4,leaf,Mixture 10 6,Mixture,1000000,2.33,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e6
IS18760,Plant #4,leaf,Mixture 10 5,Mixture,100000,1.75,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e5
IS18760,Plant #4,leaf,Mixture 10 4,Mixture,10000,1,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e4
IS18760,Plant #5,leaf,Mixture 10 6,Mixture,1000000,2.33,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e6
IS18760,Plant #5,leaf,Mixture 10 5,Mixture,100000,2,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e5
IS18760,Plant #5,leaf,Mixture 10 4,Mixture,10000,1,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e4
IS18760,Plant #6,leaf,Mixture 10 6,Mixture,1000000,1.5,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e6
IS18760,Plant #6,leaf,Mixture 10 5,Mixture,100000,2.33,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e5
IS18760,Plant #6,leaf,Mixture 10 4,Mixture,10000,1,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP20,AMP27,,1,1,,AMP20+AMP27,,AMP20+AMP27_1e4
Theis,Plant #1,leaf,AMP99 10 6,AMP99,1000000,1.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_1e6
Theis,Plant #1,leaf,AMP99 10 6/2,AMP99,500000,3.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_0.5e6
Theis,Plant #1,leaf,AMP99 10 5,AMP99,100000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_1e5
Theis,Plant #1,leaf,AMP99 10 5/2,AMP99,50000,2.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_0.5e5
Theis,Plant #1,leaf,AMP99 10 4,AMP99,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_1e4
Theis,Plant #1,leaf,AMP99 10 4/2,AMP99,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_0.5e4
Theis,Plant #2,leaf,AMP99 10 6,AMP99,1000000,2.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_1e6
Theis,Plant #2,leaf,AMP99 10 6/2,AMP99,500000,3,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_0.5e6
Theis,Plant #2,leaf,AMP99 10 5,AMP99,100000,3.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_1e5
Theis,Plant #2,leaf,AMP99 10 5/2,AMP99,50000,3,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_0.5e5
Theis,Plant #2,leaf,AMP99 10 4,AMP99,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_1e4
Theis,Plant #2,leaf,AMP99 10 4/2,AMP99,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_0.5e4
Theis,Plant #3,leaf,AMP99 10 6,AMP99,1000000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_1e6
Theis,Plant #3,leaf,AMP99 10 6/2,AMP99,500000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_0.5e6
Theis,Plant #3,leaf,AMP99 10 5,AMP99,100000,3.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_1e5
Theis,Plant #3,leaf,AMP99 10 5/2,AMP99,50000,3,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_0.5e5
Theis,Plant #3,leaf,AMP99 10 4,AMP99,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_1e4
Theis,Plant #3,leaf,AMP99 10 4/2,AMP99,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_0.5e4
Theis,Plant #4,leaf,AMP99 10 6,AMP99,1000000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_1e6
Theis,Plant #4,leaf,AMP99 10 6/2,AMP99,500000,1.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_0.5e6
Theis,Plant #4,leaf,AMP99 10 5,AMP99,100000,1.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_1e5
Theis,Plant #4,leaf,AMP99 10 5/2,AMP99,50000,2.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_0.5e5
Theis,Plant #4,leaf,AMP99 10 4,AMP99,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_1e4
Theis,Plant #4,leaf,AMP99 10 4/2,AMP99,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_0.5e4
Theis,Plant #5,leaf,AMP99 10 6,AMP99,1000000,2.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_1e6
Theis,Plant #5,leaf,AMP99 10 6/2,AMP99,500000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_0.5e6
Theis,Plant #5,leaf,AMP99 10 5,AMP99,100000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_1e5
Theis,Plant #5,leaf,AMP99 10 5/2,AMP99,50000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_0.5e5
Theis,Plant #5,leaf,AMP99 10 4,AMP99,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_1e4
Theis,Plant #5,leaf,AMP99 10 4/2,AMP99,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_0.5e4
Theis,Plant #6,leaf,AMP99 10 6,AMP99,1000000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_1e6
Theis,Plant #6,leaf,AMP99 10 6/2,AMP99,500000,2.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_0.5e6
Theis,Plant #6,leaf,AMP99 10 5,AMP99,100000,2.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_1e5
Theis,Plant #6,leaf,AMP99 10 5/2,AMP99,50000,3.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_0.5e5
Theis,Plant #6,leaf,AMP99 10 4,AMP99,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_1e4
Theis,Plant #6,leaf,AMP99 10 4/2,AMP99,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP99,,,1,,,,AMP99,AMP99_0.5e4
Theis,Plant #1,leaf,AMP170 10 6,AMP170,1000000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e6
Theis,Plant #1,leaf,AMP170 10 6/2,AMP170,500000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e6
Theis,Plant #1,leaf,AMP170 10 5,AMP170,100000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e5
Theis,Plant #1,leaf,AMP170 10 5/2,AMP170,50000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e5
Theis,Plant #1,leaf,AMP170 10 4,AMP170,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e4
Theis,Plant #1,leaf,AMP170 10 4/2,AMP170,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e4
Theis,Plant #2,leaf,AMP170 10 6,AMP170,1000000,1.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e6
Theis,Plant #2,leaf,AMP170 10 6/2,AMP170,500000,1.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e6
Theis,Plant #2,leaf,AMP170 10 5,AMP170,100000,2.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e5
Theis,Plant #2,leaf,AMP170 10 5/2,AMP170,50000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e5
Theis,Plant #2,leaf,AMP170 10 4,AMP170,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e4
Theis,Plant #2,leaf,AMP170 10 4/2,AMP170,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e4
Theis,Plant #3,leaf,AMP170 10 6,AMP170,1000000,1.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e6
Theis,Plant #3,leaf,AMP170 10 6/2,AMP170,500000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e6
Theis,Plant #3,leaf,AMP170 10 5,AMP170,100000,2.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e5
Theis,Plant #3,leaf,AMP170 10 5/2,AMP170,50000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e5
Theis,Plant #3,leaf,AMP170 10 4,AMP170,10000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e4
Theis,Plant #3,leaf,AMP170 10 4/2,AMP170,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e4
Theis,Plant #4,leaf,AMP170 10 6,AMP170,1000000,4.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e6
Theis,Plant #4,leaf,AMP170 10 6/2,AMP170,500000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e6
Theis,Plant #4,leaf,AMP170 10 5,AMP170,100000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e5
Theis,Plant #4,leaf,AMP170 10 5/2,AMP170,50000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e5
Theis,Plant #4,leaf,AMP170 10 4,AMP170,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e4
Theis,Plant #4,leaf,AMP170 10 4/2,AMP170,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e4
Theis,Plant #5,leaf,AMP170 10 6,AMP170,1000000,2.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e6
Theis,Plant #5,leaf,AMP170 10 6/2,AMP170,500000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e6
Theis,Plant #5,leaf,AMP170 10 5,AMP170,100000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e5
Theis,Plant #5,leaf,AMP170 10 5/2,AMP170,50000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e5
Theis,Plant #5,leaf,AMP170 10 4,AMP170,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e4
Theis,Plant #5,leaf,AMP170 10 4/2,AMP170,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e4
Theis,Plant #6,leaf,AMP170 10 6,AMP170,1000000,1.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e6
Theis,Plant #6,leaf,AMP170 10 6/2,AMP170,500000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e6
Theis,Plant #6,leaf,AMP170 10 5,AMP170,100000,2.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e5
Theis,Plant #6,leaf,AMP170 10 5/2,AMP170,50000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e5
Theis,Plant #6,leaf,AMP170 10 4,AMP170,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_1e4
Theis,Plant #6,leaf,AMP170 10 4/2,AMP170,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,AMP170,,,1,,,,AMP170,AMP170_0.5e4
Theis,Plant #1,leaf,Mixture 10 6,Mixture,1000000,2,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP99,AMP170,,1,1,,AMP99+AMP170,,AMP99+AMP170_1e6
Theis,Plant #1,leaf,Mixture 10 5,Mixture,100000,3,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP99,AMP170,,1,1,,AMP99+AMP170,,AMP99+AMP170_1e5
Theis,Plant #1,leaf,Mixture 10 4,Mixture,10000,3,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP99,AMP170,,1,1,,AMP99+AMP170,,AMP99+AMP170_1e4
Theis,Plant #2,leaf,Mixture 10 6,Mixture,1000000,3.67,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP99,AMP170,,1,1,,AMP99+AMP170,,AMP99+AMP170_1e6
Theis,Plant #2,leaf,Mixture 10 5,Mixture,100000,2.33,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP99,AMP170,,1,1,,AMP99+AMP170,,AMP99+AMP170_1e5
Theis,Plant #2,leaf,Mixture 10 4,Mixture,10000,3,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP99,AMP170,,1,1,,AMP99+AMP170,,AMP99+AMP170_1e4
Theis,Plant #3,leaf,Mixture 10 6,Mixture,1000000,3.67,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP99,AMP170,,1,1,,AMP99+AMP170,,AMP99+AMP170_1e6
Theis,Plant #3,leaf,Mixture 10 5,Mixture,100000,3,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP99,AMP170,,1,1,,AMP99+AMP170,,AMP99+AMP170_1e5
Theis,Plant #3,leaf,Mixture 10 4,Mixture,10000,2.67,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP99,AMP170,,1,1,,AMP99+AMP170,,AMP99+AMP170_1e4
Theis,Plant #4,leaf,Mixture 10 6,Mixture,1000000,3.67,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP99,AMP170,,1,1,,AMP99+AMP170,,AMP99+AMP170_1e6
Theis,Plant #4,leaf,Mixture 10 5,Mixture,100000,2.33,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP99,AMP170,,1,1,,AMP99+AMP170,,AMP99+AMP170_1e5
Theis,Plant #4,leaf,Mixture 10 4,Mixture,10000,1.67,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP99,AMP170,,1,1,,AMP99+AMP170,,AMP99+AMP170_1e4
Theis,Plant #5,leaf,Mixture 10 6,Mixture,1000000,2.67,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP99,AMP170,,1,1,,AMP99+AMP170,,AMP99+AMP170_1e6
Theis,Plant #5,leaf,Mixture 10 5,Mixture,100000,2.67,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP99,AMP170,,1,1,,AMP99+AMP170,,AMP99+AMP170_1e5
Theis,Plant #5,leaf,Mixture 10 4,Mixture,10000,1,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP99,AMP170,,1,1,,AMP99+AMP170,,AMP99+AMP170_1e4
Theis,Plant #6,leaf,Mixture 10 6,Mixture,1000000,4,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP99,AMP170,,1,1,,AMP99+AMP170,,AMP99+AMP170_1e6
Theis,Plant #6,leaf,Mixture 10 5,Mixture,100000,2.33,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP99,AMP170,,1,1,,AMP99+AMP170,,AMP99+AMP170_1e5
Theis,Plant #6,leaf,Mixture 10 4,Mixture,10000,1.67,TRUE,mixture_03_Experiment 3 Leaf Assay.xlsx,2,TRUE,TRUE,AMP99,AMP170,,1,1,,AMP99+AMP170,,AMP99+AMP170_1e4
SH1152,Plant #1,leaf,FSP 35 10 6,FSP35,1000000,2.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_1e6
SH1152,Plant #1,leaf,FSP 35  10 6/2,FSP35,500000,2.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_0.5e6
SH1152,Plant #1,leaf,FSP 35  10 5,FSP35,100000,1.67,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_1e5
SH1152,Plant #1,leaf,FSP 35  10 5/2,FSP35,50000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_0.5e5
SH1152,Plant #1,leaf,FSP 35  10 4,FSP35,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_1e4
SH1152,Plant #1,leaf,FSP 35 10 4/2,FSP35,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_0.5e4
SH1152,Plant #2,leaf,FSP 35 10 6,FSP35,1000000,2.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_1e6
SH1152,Plant #2,leaf,FSP 35  10 6/2,FSP35,500000,1.33,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_0.5e6
SH1152,Plant #2,leaf,FSP 35  10 5,FSP35,100000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_1e5
SH1152,Plant #2,leaf,FSP 35  10 5/2,FSP35,50000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_0.5e5
SH1152,Plant #2,leaf,FSP 35  10 4,FSP35,10000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_1e4
SH1152,Plant #2,leaf,FSP 35 10 4/2,FSP35,5000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_0.5e4
SH1152,Plant #3,leaf,FSP 35 10 6,FSP35,1000000,2,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_1e6
SH1152,Plant #3,leaf,FSP 35  10 6/2,FSP35,500000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_0.5e6
SH1152,Plant #3,leaf,FSP 35  10 5,FSP35,100000,1,FALSE,mixture_03_Experiment 3 Leaf Assay.xlsx,1,FALSE,FALSE,FSP35,,,1,,,,FSP35,FSP35_1e5
